"symbol","uniprot","ensembl","entrez","name","geneset"
"ARMCX4","Q5H9R4","ENSG00000196440",100131755,"Armadillo repeat-containing X-linked protein 4","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"SEPTIN6","Q14141","ENSG00000125354",23157,"Septin-6","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"SEPTIN7","Q16181","ENSG00000122545",989,"Septin-7","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"SEPTIN11","Q9NVA2","ENSG00000138758",55752,"Septin-11","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"ACTN4","O43707","ENSG00000282844",81,"Alpha-actinin-4","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"ACTR1A","P61163","ENSG00000138107",10121,"Alpha-centractin","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"ACTR6","Q9GZN1","ENSG00000075089",64431,"Actin-related protein 6","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"ACTRT2","Q8TDY3","ENSG00000169717",140625,"Actin-related protein T2","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"ADD1","P35611","ENSG00000087274",118,"Alpha-adducin","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"APC","P25054","ENSG00000134982",324,"Adenomatous polyposis coli protein","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"APC2","O95996","ENSG00000115266",10297,"Adenomatous polyposis coli protein 2","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"CAP1","Q01518","ENSG00000131236",10487,"Adenylyl cyclase-associated protein 1","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"CENPE","Q02224","ENSG00000138778",1062,"Centromere-associated protein E","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"CKAP5","Q14008","ENSG00000175216",9793,"Cytoskeleton-associated protein 5","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"CORO1A","P31146","ENSG00000102879",11151,"Coronin-1A","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"CTNNA2","P26232","ENSG00000066032",1496,"Catenin alpha-2","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"DCTN1","Q14203","ENSG00000204843",1639,"Dynactin subunit 1","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"DES","P17661","ENSG00000175084",1674,"Desmin","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"DIAPH1","O60610","ENSG00000131504",1729,"Protein diaphanous homolog 1","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"DIAPH2","O60879","ENSG00000147202",1730,"Protein diaphanous homolog 2","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"DNAH11","Q96DT5","ENSG00000105877",8701,"Dynein axonemal heavy chain 11","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"DNAH5","Q8TE73","ENSG00000039139",1767,"Dynein axonemal heavy chain 5","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"DNAH7","Q8WXX0","ENSG00000118997",56171,"Dynein axonemal heavy chain 7","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"DNM2","P50570","ENSG00000079805",1785,"Dynamin-2","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"DTNA","Q9Y4J8","ENSG00000134769",1837,"Dystrobrevin alpha","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"DYNC1H1","Q14204","ENSG00000197102",1778,"Cytoplasmic dynein 1 heavy chain 1","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"DYNC1LI1","Q9Y6G9","ENSG00000144635",51143,"Cytoplasmic dynein 1 light intermediate chain 1","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"EMP2","P54851","ENSG00000213853",2013,"Epithelial membrane protein 2","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"GABARAP","O95166","ENSG00000170296",11337,"Gamma-aminobutyric acid receptor-associated protein","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"GSN","P06396","ENSG00000148180",2934,"Gelsolin","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"PATJ","Q8NI35","ENSG00000132849",10207,"InaD-like protein","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"KATNA1","O75449","ENSG00000186625",11104,"Katanin p60 ATPase-containing subunit A1","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"KATNAL1","Q9BW62","ENSG00000102781",84056,"Katanin p60 ATPase-containing subunit A-like 1","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"KIF11","P52732","ENSG00000138160",3832,"Kinesin-like protein KIF11","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"KIF14","Q15058","ENSG00000118193",9928,"Kinesin-like protein KIF14","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"KIF1B","O60333","ENSG00000054523",23095,"Kinesin-like protein KIF1B","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"KIF23","Q02241","ENSG00000137807",9493,"Kinesin-like protein KIF23","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"KIF25","Q9UIL4","ENSG00000125337",3834,"Kinesin-like protein KIF25","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"KIF27","Q86VH2","ENSG00000165115",55582,"Kinesin-like protein KIF27","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"KIF2C","Q99661","ENSG00000142945",11004,"Kinesin-like protein KIF2C","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"KIF4A","O95239","ENSG00000090889",24137,"Chromosome-associated kinesin KIF4A","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"KIF6","Q6ZMV9","ENSG00000164627",221458,"Kinesin-like protein KIF6","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"LMNA","P02545","ENSG00000160789",4000,"Prelamin-A/C","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"LMNB2","Q03252","ENSG00000176619",84823,"Lamin-B2","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"LPP","Q93052","ENSG00000145012",4026,"Lipoma-preferred partner","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"LPXN","O60711","ENSG00000110031",9404,"Leupaxin","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"MAP1A","P78559","ENSG00000166963",4130,"Microtubule-associated protein 1A","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"MEFV","O15553","ENSG00000103313",4210,"Pyrin","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"MUC1","P15941","ENSG00000185499",4582,"Mucin-1","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"MX1","P20591","ENSG00000157601",4599,"Interferon-induced GTP-binding protein Mx1","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"MYH7B","A7E2Y1","ENSG00000078814",57644,"Myosin-7B","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"MYL3","P08590","ENSG00000160808",4634,"Myosin light chain 3","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"NEDD9","Q14511","ENSG00000111859",4739,"Enhancer of filamentation 1","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"NF2","P35240","ENSG00000186575",4771,"Merlin","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"PFN4","Q8NHR9","ENSG00000176732",375189,"Profilin-4","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"PKP1","Q13835","ENSG00000081277",5317,"Plakophilin-1","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"PLS1","Q14651","ENSG00000120756",5357,"Plastin-1","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"PRC1","O43663","ENSG00000198901",9055,"Protein regulator of cytokinesis 1","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"PXN","P49023","ENSG00000089159",5829,"Paxillin","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"SPAST","Q9UBP0","ENSG00000021574",6683,"Spastin","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"SPTB","P11277","ENSG00000070182",6710,"Spectrin beta chain, erythrocytic","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"STOML1","Q9UBI4","ENSG00000067221",9399,"Stomatin-like protein 1","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"TNNT1","P13805","ENSG00000105048",7138,"Troponin T, slow skeletal muscle","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"TNNT2","P45379","ENSG00000118194",7139,"Troponin T, cardiac muscle","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"TPM1","P09493","ENSG00000140416",7168,"Tropomyosin alpha-1 chain","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"TPX2","Q9ULW0","ENSG00000088325",22974,"Targeting protein for Xklp2","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"TTL","Q8NG68","ENSG00000114999",150465,"Tubulin--tyrosine ligase","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"TTLL1","O95922","ENSG00000100271",25809,"Probable tubulin polyglutamylase TTLL1","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"TTLL3","Q9Y4R7","ENSG00000214021",26140,"Tubulin monoglycylase TTLL3","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"TUBA8","Q9NY65","ENSG00000183785",51807,"Tubulin alpha-8 chain","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"TUBAL3","A6NHL2","ENSG00000178462",79861,"Tubulin alpha chain-like 3","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"TUBB","P07437","ENSG00000235067",203068,"Tubulin beta chain","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"TUBB1","Q9H4B7","ENSG00000101162",81027,"Tubulin beta-1 chain","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"TUBB2B","Q9BVA1","ENSG00000137285",347733,"Tubulin beta-2B chain","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"TUBB6","Q9BUF5","ENSG00000176014",84617,"Tubulin beta-6 chain","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"TUBD1","Q9UJT1","ENSG00000108423",51174,"Tubulin delta chain","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"TUBE1","Q9UJT0","ENSG00000074935",51175,"Tubulin epsilon chain","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"TUBG1","P23258","ENSG00000131462",7283,"Tubulin gamma-1 chain","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"TUBG2","Q9NRH3","ENSG00000037042",27175,"Tubulin gamma-2 chain","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"TUBGCP3","Q96CW5","ENSG00000126216",10426,"Gamma-tubulin complex component 3","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"UTRN","P46939","ENSG00000152818",7402,"Utrophin","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"WAS","P42768","ENSG00000015285",7454,"Wiskott-Aldrich syndrome protein","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"WDR1","O75083","ENSG00000071127",9948,"WD repeat-containing protein 1","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"ZYX","Q15942","ENSG00000285443",7791,"Zyxin","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"TUBA1B","P68363","ENSG00000123416",10376,"Tubulin alpha-1B chain","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"TUBB8","Q3ZCM7","ENSG00000261456",347688,"Tubulin beta-8 chain","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"ADAMTSL3","P82987","ENSG00000156218",57188,"ADAMTS-like protein 3","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"AMELX","Q99217","ENSG00000125363",265,"Amelogenin, X isoform","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"BCAN","Q96GW7","ENSG00000132692",63827,"Brevican core protein","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"COL10A1","Q03692","ENSG00000123500",1300,"Collagen alpha-1(X) chain","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"COL11A2","P13942","ENSG00000235708",1302,"Collagen alpha-2(XI) chain","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"COL18A1","P39060","ENSG00000182871",80781,"Collagen alpha-1(XVIII) chain","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"COL1A2","P08123","ENSG00000164692",1278,"Collagen alpha-2(I) chain","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"COL3A1","P02461","ENSG00000168542",1281,"Collagen alpha-1(III) chain","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"COL5A1","P20908","ENSG00000130635",1289,"Collagen alpha-1(V) chain","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"COL5A2","P05997","ENSG00000204262",1290,"Collagen alpha-2(V) chain","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"COL6A2","P12110","ENSG00000142173",1292,"Collagen alpha-2(VI) chain","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"COL6A3","P12111","ENSG00000163359",1293,"Collagen alpha-3(VI) chain","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"COL9A2","Q14055","ENSG00000049089",1298,"Collagen alpha-2(IX) chain","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"ELN","P15502","ENSG00000049540",2006,"Elastin","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"EMILIN1","Q9Y6C2","ENSG00000138080",11117,"EMILIN-1","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"HSPG2","P98160","ENSG00000142798",3339,"Basement membrane-specific heparan sulfate proteoglycan core protein","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"LAMA2","P24043","ENSG00000196569",3908,"Laminin subunit alpha-2","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"LAMB1","P07942","ENSG00000091136",3912,"Laminin subunit beta-1","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"LAMB3","Q13751","ENSG00000196878",3914,"Laminin subunit beta-3","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"LAMC2","Q13753","ENSG00000058085",3918,"Laminin subunit gamma-2","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"MFAP1","P55081","ENSG00000140259",4236,"Microfibrillar-associated protein 1","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"MFAP4","P55083","ENSG00000166482",4239,"Microfibril-associated glycoprotein 4","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"MSLN","Q13421","ENSG00000102854",10232,"Mesothelin","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"NTN1","O95631","ENSG00000065320",9423,"Netrin-1","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"NTNG2","Q96CW9","ENSG00000196358",84628,"Netrin-G2","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"OTOA","Q7RTW8","ENSG00000155719",146183,"Otoancorin","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"STAB1","Q9NY15","ENSG00000010327",23166,"Stabilin-1","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"STAB2","Q8WWQ8","ENSG00000136011",55576,"Stabilin-2","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"ALCAM","Q13740","ENSG00000170017",214,"CD166 antigen","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"CD9","P21926","ENSG00000010278",928,"CD9 antigen","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"CD99","P14209","ENSG00000002586",4267,"CD99 antigen","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"CD99L2","Q8TCZ2","ENSG00000102181",83692,"CD99 antigen-like protein 2","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"CDH10","Q9Y6N8","ENSG00000040731",1008,"Cadherin-10","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"CDH12","P55289","ENSG00000154162",1010,"Cadherin-12","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"CDH13","P55290","ENSG00000140945",1012,"Cadherin-13","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"CDH15","P55291","ENSG00000129910",1013,"Cadherin-15","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"CDH18","Q13634","ENSG00000145526",1016,"Cadherin-18","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"CDH19","Q9H159","ENSG00000071991",28513,"Cadherin-19","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"CDH2","P19022","ENSG00000170558",1000,"Cadherin-2","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"CDH23","Q9H251","ENSG00000107736",64072,"Cadherin-23","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"CDH24","Q86UP0","ENSG00000139880",64403,"Cadherin-24","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"CDH26","Q8IXH8","ENSG00000124215",60437,"Cadherin-like protein 26","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"CDH3","P22223","ENSG00000062038",1001,"Cadherin-3","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"CDH4","P55283","ENSG00000179242",1002,"Cadherin-4","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"CDH5","P33151","ENSG00000179776",1003,"Cadherin-5","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"CDH8","P55286","ENSG00000150394",1006,"Cadherin-8","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"CDH9","Q9ULB4","ENSG00000113100",1007,"Cadherin-9","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"CDON","Q4KMG0","ENSG00000064309",50937,"Cell adhesion molecule-related/down-regulated by oncogenes","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
